Machine Module,SSA3075X-R,3.2.2.5.1R1
Trace Name,Trace A
Meas Type,S21
Start Frequency,+1.000000000E+05
Stop Frequency,+2.000000000E+09
Format,Log Mag
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
991258,-6.384429e+00
996181,-6.389553e+00
1001128,-6.390952e+00
1006100,-6.375295e+00
1011097,-6.391709e+00
1016119,-6.378412e+00
1021165,-6.386381e+00
1026237,-6.381281e+00
1031334,-6.372889e+00
1036456,-6.378656e+00
1041604,-6.384902e+00
1046777,-6.387109e+00
1051976,-6.387913e+00
1057200,-6.382363e+00
1062451,-6.380626e+00
1067727,-6.382444e+00
1073030,-6.385147e+00
1078360,-6.382708e+00
1083715,-6.384163e+00
1089098,-6.354479e+00
1094507,-6.385974e+00
1099942,-6.386405e+00
1105405,-6.378180e+00
1110895,-6.380774e+00
1116413,-6.382336e+00
1121957,-6.383798e+00
1127529,-6.375027e+00
1133129,-6.388027e+00
1138757,-6.385556e+00
1144413,-6.386646e+00
1150096,-6.395363e+00
1155808,-6.369206e+00
1161549,-6.381950e+00
1167318,-6.375054e+00
1173115,-6.382642e+00
1178941,-6.379220e+00
1184797,-6.381322e+00
1190681,-6.378715e+00
1196594,-6.380307e+00
1202537,-6.389717e+00
1208510,-6.383936e+00
1214512,-6.388373e+00
1220544,-6.384320e+00
1226606,-6.377587e+00
1232698,-6.377482e+00
1238820,-6.378533e+00
1244972,-6.373262e+00
1251156,-6.371755e+00
1257369,-6.380243e+00
1263614,-6.391768e+00
1269890,-6.382951e+00
1276197,-6.376868e+00
1282535,-6.381948e+00
1288905,-6.381847e+00
1295306,-6.372366e+00
1301739,-6.384324e+00
1308204,-6.376272e+00
1314702,-6.393243e+00
1321231,-6.380659e+00
1327793,-6.362266e+00
1334388,-6.387847e+00
1341015,-6.377253e+00
1347675,-6.374933e+00
1354368,-6.381494e+00
1361095,-6.377400e+00
1367855,-6.385491e+00
1374648,-6.375520e+00
1381475,-6.375684e+00
1388336,-6.375392e+00
1395232,-6.380554e+00
1402161,-6.374063e+00
1409125,-6.378596e+00
1416123,-6.377156e+00
1423157,-6.368140e+00
1430225,-6.380644e+00
1437328,-6.388250e+00
1444466,-6.372725e+00
1451640,-6.383609e+00
1458850,-6.387882e+00
1466095,-6.381193e+00
1473377,-6.381995e+00
1480694,-6.380910e+00
1488048,-6.382641e+00
1495439,-6.366997e+00
1502866,-6.382494e+00
1510330,-6.381462e+00
1517831,-6.378628e+00
1525369,-6.380834e+00
1532945,-6.381046e+00
1540558,-6.363318e+00
1548209,-6.370906e+00
1555899,-6.374906e+00
1563626,-6.372477e+00
1571392,-6.363513e+00
1579196,-6.372826e+00
1587039,-6.389350e+00
1594921,-6.380836e+00
1602842,-6.376276e+00
1610803,-6.379886e+00
1618803,-6.367578e+00
1626843,-6.364831e+00
1634923,-6.370374e+00
1643043,-6.372578e+00
1651203,-6.379174e+00
1659403,-6.375167e+00
1667645,-6.373332e+00
1675927,-6.370370e+00
1684251,-6.371172e+00
1692616,-6.376011e+00
1701022,-6.379029e+00
1709470,-6.367256e+00
1717960,-6.369585e+00
1726493,-6.370302e+00
1735067,-6.366140e+00
1743684,-6.374092e+00
1752344,-6.375449e+00
1761047,-6.370011e+00
1769794,-6.377169e+00
1778583,-6.380692e+00
1787417,-6.370326e+00
1796294,-6.374981e+00
1805215,-6.363917e+00
1814181,-6.372855e+00
1823191,-6.372278e+00
1832246,-6.370852e+00
1841346,-6.369115e+00
1850491,-6.371367e+00
1859681,-6.369403e+00
1868918,-6.368517e+00
1878200,-6.368799e+00
1887528,-6.370615e+00
1896902,-6.365841e+00
1906323,-6.374475e+00
1915791,-6.362844e+00
1925306,-6.371008e+00
1934868,-6.365564e+00
1944477,-6.366990e+00
1954135,-6.362841e+00
1963840,-6.367896e+00
1973593,-6.366149e+00
1983395,-6.367556e+00
1993246,-6.373589e+00
2003145,-6.377458e+00
2013094,-6.375111e+00
2023092,-6.366163e+00
2033140,-6.369063e+00
2043237,-6.374596e+00
2053385,-6.367174e+00
2063583,-6.364234e+00
2073832,-6.371987e+00
2084132,-6.365654e+00
2094483,-6.358114e+00
2104885,-6.359076e+00
2115339,-6.362311e+00
2125845,-6.366090e+00
2136403,-6.365690e+00
2147013,-6.369413e+00
2157676,-6.361690e+00
2168392,-6.363581e+00
2179162,-6.369753e+00
2189985,-6.355386e+00
2200861,-6.371484e+00
2211792,-6.363122e+00
2222777,-6.372674e+00
2233816,-6.365570e+00
2244910,-6.374707e+00
2256060,-6.364772e+00
2267265,-6.359774e+00
2278525,-6.363260e+00
2289841,-6.370495e+00
2301214,-6.363302e+00
2312643,-6.369033e+00
2324129,-6.365185e+00
2335671,-6.358071e+00
2347272,-6.366385e+00
2358929,-6.362656e+00
2370645,-6.364429e+00
2382419,-6.364474e+00
2394251,-6.360997e+00
2406142,-6.362307e+00
2418092,-6.361648e+00
2430102,-6.369398e+00
2442171,-6.370469e+00
2454300,-6.363383e+00
2466489,-6.363599e+00
2478739,-6.367363e+00
2491050,-6.366409e+00
2503422,-6.358870e+00
2515855,-6.362973e+00
2528350,-6.368302e+00
2540907,-6.369160e+00
2553527,-6.363854e+00
2566209,-6.361025e+00
2578954,-6.357740e+00
2591762,-6.363054e+00
2604634,-6.365992e+00
2617570,-6.364998e+00
2630570,-6.372499e+00
2643635,-6.356416e+00
2656765,-6.360339e+00
2669960,-6.367689e+00
2683220,-6.368517e+00
2696546,-6.361234e+00
2709939,-6.367422e+00
2723398,-6.356866e+00
2736923,-6.361552e+00
2750516,-6.358711e+00
2764177,-6.356294e+00
2777905,-6.366557e+00
2791702,-6.361122e+00
2805567,-6.361326e+00
2819501,-6.357191e+00
2833504,-6.362665e+00
2847576,-6.360293e+00
2861719,-6.361425e+00
2875932,-6.355360e+00
2890215,-6.355080e+00
2904569,-6.361719e+00
2918995,-6.366353e+00
2933492,-6.362231e+00
2948061,-6.355811e+00
2962703,-6.357596e+00
2977417,-6.365858e+00
2992205,-6.355003e+00
3007065,-6.356529e+00
3022000,-6.352940e+00
3037009,-6.351462e+00
3052092,-6.355803e+00
3067250,-6.363727e+00
3082484,-6.352578e+00
3097793,-6.355235e+00
3113178,-6.357350e+00
3128640,-6.356705e+00
3144178,-6.349520e+00
3159794,-6.357395e+00
3175487,-6.346172e+00
3191258,-6.360456e+00
3207108,-6.352594e+00
3223036,-6.352421e+00
3239043,-6.351783e+00
3255130,-6.357580e+00
3271297,-6.350392e+00
3287544,-6.347118e+00
3303871,-6.349577e+00
3320280,-6.352338e+00
3336770,-6.350842e+00
3353342,-6.354886e+00
3369997,-6.348221e+00
3386734,-6.346808e+00
3403554,-6.348751e+00
3420458,-6.348376e+00
3437446,-6.351515e+00
3454518,-6.348601e+00
3471675,-6.347447e+00
3488917,-6.351455e+00
3506244,-6.346293e+00
3523658,-6.347941e+00
3541159,-6.347401e+00
3558746,-6.349493e+00
3576420,-6.347865e+00
3594183,-6.345519e+00
3612033,-6.345050e+00
3629972,-6.344117e+00
3648001,-6.346085e+00
3666119,-6.345721e+00
3684326,-6.345400e+00
3702625,-6.344946e+00
3721014,-6.341778e+00
3739494,-6.343619e+00
3758066,-6.339538e+00
3776731,-6.341584e+00
3795488,-6.342842e+00
3814339,-6.340948e+00
3833282,-6.338591e+00
3852321,-6.340970e+00
3871453,-6.336663e+00
3890681,-6.339977e+00
3910004,-6.338963e+00
3929423,-6.341588e+00
3948938,-6.335307e+00
3968551,-6.340293e+00
3988261,-6.336658e+00
4008069,-6.339406e+00
4027975,-6.331887e+00
4047980,-6.337565e+00
4068084,-6.337720e+00
4088288,-6.334024e+00
4108593,-6.334973e+00
4128998,-6.333401e+00
4149505,-6.332779e+00
4170113,-6.329058e+00
4190824,-6.331529e+00
4211638,-6.330499e+00
4232555,-6.333794e+00
4253576,-6.333917e+00
4274702,-6.331958e+00
4295932,-6.333905e+00
4317268,-6.325694e+00
4338710,-6.328746e+00
4360258,-6.328602e+00
4381913,-6.324650e+00
4403676,-6.327507e+00
4425547,-6.328456e+00
4447527,-6.325653e+00
4469615,-6.324498e+00
4491814,-6.322941e+00
4514122,-6.320146e+00
4536542,-6.325032e+00
4559073,-6.322362e+00
4581715,-6.319165e+00
4604470,-6.323216e+00
4627339,-6.316604e+00
4650320,-6.318282e+00
4673416,-6.320856e+00
4696627,-6.316079e+00
4719953,-6.315958e+00
4743394,-6.317140e+00
4766952,-6.315147e+00
4790628,-6.316688e+00
4814420,-6.315729e+00
4838331,-6.315888e+00
4862361,-6.318605e+00
4886510,-6.316333e+00
4910779,-6.320155e+00
4935168,-6.311755e+00
4959679,-6.307143e+00
4984311,-6.313249e+00
5009066,-6.312463e+00
5033943,-6.310447e+00
5058944,-6.309231e+00
5084070,-6.310188e+00
5109320,-6.312525e+00
5134695,-6.308340e+00
5160197,-6.306656e+00
5185825,-6.304190e+00
5211581,-6.303008e+00
5237464,-6.302167e+00
5263476,-6.302593e+00
5289617,-6.302289e+00
5315888,-6.300681e+00
5342289,-6.300663e+00
5368822,-6.298579e+00
5395486,-6.298721e+00
5422283,-6.299005e+00
5449213,-6.297483e+00
5476276,-6.295958e+00
5503474,-6.291174e+00
5530807,-6.295135e+00
5558276,-6.295578e+00
5585882,-6.294481e+00
5613624,-6.289478e+00
5641504,-6.296790e+00
5669523,-6.291925e+00
5697680,-6.289840e+00
5725978,-6.286521e+00
5754416,-6.283629e+00
5782996,-6.284356e+00
5811717,-6.284416e+00
5840581,-6.286527e+00
5869588,-6.283186e+00
5898740,-6.280232e+00
5928036,-6.279972e+00
5957477,-6.276845e+00
5987065,-6.275447e+00
6016800,-6.278899e+00
6046683,-6.273783e+00
6076714,-6.274052e+00
6106894,-6.273226e+00
6137224,-6.270165e+00
6167704,-6.271093e+00
6198336,-6.271295e+00
6229120,-6.269349e+00
6260057,-6.267108e+00
6291148,-6.268148e+00
6322393,-6.267897e+00
6353793,-6.266781e+00
6385350,-6.260721e+00
6417062,-6.262300e+00
6448933,-6.259861e+00
6480962,-6.258102e+00
6513149,-6.260413e+00
6545497,-6.254815e+00
6578005,-6.260271e+00
6610675,-6.252410e+00
6643507,-6.253253e+00
6676502,-6.251163e+00
6709661,-6.250296e+00
6742985,-6.251535e+00
6776474,-6.247130e+00
6810129,-6.243771e+00
6843952,-6.245864e+00
6877942,-6.244498e+00
6912102,-6.242023e+00
6946431,-6.242854e+00
6980930,-6.242598e+00
7015601,-6.243575e+00
7050444,-6.235848e+00
7085461,-6.237342e+00
7120651,-6.235330e+00
7156015,-6.233152e+00
7191556,-6.229932e+00
7227273,-6.227321e+00
7263167,-6.228466e+00
7299240,-6.225542e+00
7335491,-6.222601e+00
7371923,-6.223307e+00
7408536,-6.220140e+00
7445331,-6.219102e+00
7482308,-6.215146e+00
7519469,-6.214609e+00
7556815,-6.216128e+00
7594346,-6.210794e+00
7632063,-6.209621e+00
7669968,-6.205858e+00
7708061,-6.210661e+00
7746343,-6.201596e+00
7784815,-6.199067e+00
7823479,-6.199871e+00
7862334,-6.198204e+00
7901382,-6.197125e+00
7940625,-6.193228e+00
7980062,-6.192635e+00
8019695,-6.190278e+00
8059525,-6.186719e+00
8099553,-6.189569e+00
8139779,-6.183802e+00
8180206,-6.178733e+00
8220833,-6.179318e+00
8261661,-6.177309e+00
8302693,-6.177005e+00
8343929,-6.171317e+00
8385369,-6.172203e+00
8427015,-6.169022e+00
8468868,-6.169100e+00
8510928,-6.164098e+00
8553198,-6.163684e+00
8595678,-6.159221e+00
8638368,-6.157782e+00
8681271,-6.154568e+00
8724386,-6.154275e+00
8767716,-6.150823e+00
8811261,-6.149591e+00
8855022,-6.148834e+00
8899001,-6.142281e+00
8943198,-6.144717e+00
8987615,-6.141700e+00
9032252,-6.136975e+00
9077110,-6.132626e+00
9122192,-6.133536e+00
9167498,-6.130797e+00
9213028,-6.124718e+00
9258785,-6.125294e+00
9304769,-6.121984e+00
9350981,-6.119168e+00
9397423,-6.117549e+00
9444095,-6.117600e+00
9490999,-6.111356e+00
9538136,-6.113272e+00
9585508,-6.108356e+00
9633114,-6.104988e+00
9680957,-6.103390e+00
9729038,-6.098728e+00
9777357,-6.096025e+00
9825917,-6.092256e+00
9874717,-6.090533e+00
9923760,-6.086085e+00
9973047,-6.086515e+00
10022578,-6.081303e+00
10072355,-6.082825e+00
10122380,-6.078256e+00
10172653,-6.071808e+00
10223175,-6.068015e+00
10273949,-6.064520e+00
10324974,-6.061772e+00
10376253,-6.061862e+00
10427787,-6.057825e+00
10479577,-6.057224e+00
10531624,-6.047092e+00
10583929,-6.048604e+00
10636495,-6.044572e+00
10689321,-6.042008e+00
10742410,-6.034958e+00
10795762,-6.033270e+00
10849379,-6.032993e+00
10903263,-6.025088e+00
10957414,-6.023541e+00
11011834,-6.020236e+00
11066525,-6.018516e+00
11121487,-6.012476e+00
11176722,-6.008610e+00
11232231,-6.002051e+00
11288016,-5.999524e+00
11344078,-6.002391e+00
11400419,-5.996199e+00
11457039,-5.991812e+00
11513940,-5.986335e+00
11571125,-5.981263e+00
11628593,-5.978547e+00
11686346,-5.977512e+00
11744387,-5.974955e+00
11802715,-5.965884e+00
11861334,-5.966599e+00
11920243,-5.958475e+00
11979445,-5.956685e+00
12038941,-5.951712e+00
12098733,-5.946506e+00
12158821,-5.943474e+00
12219208,-5.940031e+00
12279895,-5.935632e+00
12340883,-5.934338e+00
12402175,-5.929420e+00
12463770,-5.922963e+00
12525672,-5.922941e+00
12587881,-5.913965e+00
12650398,-5.911539e+00
12713227,-5.906986e+00
12776367,-5.906206e+00
12839821,-5.898871e+00
12903590,-5.893925e+00
12967676,-5.888200e+00
13032080,-5.883669e+00
13096804,-5.882172e+00
13161850,-5.874936e+00
13227218,-5.872825e+00
13292911,-5.867267e+00
13358931,-5.862148e+00
13425278,-5.860845e+00
13491955,-5.852429e+00
13558963,-5.851634e+00
13626304,-5.843630e+00
13693979,-5.840459e+00
13761990,-5.837444e+00
13830339,-5.831935e+00
13899028,-5.828948e+00
13968058,-5.822634e+00
14037430,-5.816415e+00
14107147,-5.814955e+00
14177211,-5.806848e+00
14247622,-5.801950e+00
14318383,-5.800780e+00
14389495,-5.792109e+00
14460961,-5.787795e+00
14532782,-5.783744e+00
14604959,-5.775712e+00
14677495,-5.777301e+00
14750391,-5.771266e+00
14823649,-5.762984e+00
14897270,-5.758613e+00
14971258,-5.755513e+00
15045613,-5.749904e+00
15120337,-5.745409e+00
15195432,-5.738577e+00
15270901,-5.736754e+00
15346744,-5.727589e+00
15422964,-5.726174e+00
15499562,-5.715582e+00
15576541,-5.711495e+00
15653902,-5.707423e+00
15731647,-5.699389e+00
15809779,-5.693485e+00
15888298,-5.687395e+00
15967208,-5.684563e+00
16046509,-5.676167e+00
16126204,-5.668425e+00
16206295,-5.661739e+00
16286784,-5.663953e+00
16367672,-5.656815e+00
16448963,-5.648621e+00
16530657,-5.640073e+00
16612756,-5.635256e+00
16695264,-5.628334e+00
16778181,-5.623446e+00
16861510,-5.615741e+00
16945253,-5.609668e+00
17029412,-5.607976e+00
17113989,-5.600842e+00
17198986,-5.593189e+00
17284405,-5.588463e+00
17370248,-5.580992e+00
17456517,-5.570948e+00
17543215,-5.567424e+00
17630344,-5.560418e+00
17717905,-5.554163e+00
17805902,-5.545916e+00
17894335,-5.539527e+00
17983207,-5.532572e+00
18072521,-5.527037e+00
18162279,-5.520944e+00
18252482,-5.513604e+00
18343133,-5.507321e+00
18434234,-5.496398e+00
18525788,-5.492245e+00
18617797,-5.486449e+00
18710262,-5.477403e+00
18803187,-5.471485e+00
18896573,-5.459218e+00
18990424,-5.454428e+00
19084740,-5.447649e+00
19179524,-5.444760e+00
19274780,-5.434456e+00
19370508,-5.428823e+00
19466712,-5.422953e+00
19563394,-5.414103e+00
19660556,-5.407737e+00
19758200,-5.396518e+00
19856329,-5.391875e+00
19954946,-5.386149e+00
20054053,-5.377178e+00
20153651,-5.368268e+00
20253745,-5.360814e+00
20354335,-5.352218e+00
